O.OO..O#.,-2486568562687071627,0.4970588,1020,0.4970588,1020
.#.......,-2561828322802779395,0.06886776,88894,0.06950596,88999
O.O....#O,-3925432665691074003,0.885139,1689,0.8608044,1763
###..O.OO,-8867540291242668322,0.0643777,233,0.0643777,233
O#.#.O...,-2280876354857065692,0.964614,4352,0.9642709,4427
.....OO#O,8901853282196200833,0.9000466,6483,0.8937335,6531
.#OO.O.#O,-2204066251434544658,0.91935486,248,0.91935486,248
.O*..*..*,-4432475430694363505,0.45796245,1011,0.4506147,1031
O.OO..O##,-4343842855757433765,0.49553,783,0.44988278,906
*..*..*#O,1175721179972544027,0.7515788,475,0.7515788,475
.#......#,-4415515241218464557,0.087213166,7281,0.09561428,7381
.O#O.O.#.,1440117176982011340,0.9438833,891,0.9438833,891
O..#..O##,1345065002421826969,0.9468426,2803,0.9468426,2803
OOOO..#O.,-931922464741438012,0.13878675,1088,0.30033684,2208
.O#O.O.##,951996817290355682,0.93929714,313,0.93929714,313
.....O.OO,3548574873796390766,0.0014440421,2770,0.0029600412,2776
O....O##O,-6776139480063478494,0.52532333,1007,0.5356748,1150
O.O....#.,-9059745393919656510,0.5693084,4848,0.57147956,4876
.#......O,-7515996574164118254,0.35717753,6207,0.35717753,6207
###..O.O.,-3516337901460823759,0.50260425,1152,0.50260425,1152
O.O....##,-7165456330768489492,0.3434209,760,0.3344665,930
#....#O.O,-3974043384428930691,0.76075286,1116,0.76075286,1116
OOOO..#O#,-1307350617282915350,0.76134455,595,0.7487099,1227
OO*O.*#.*,5132974358993494427,0.35359117,362,0.33445755,387
*..*..*##,4996779557908781018,0.004008016,1497,0.004008016,1497
*..*..*#.,6598440266342959604,0.060773496,543,0.060773496,543
O.#O.O***,8261985599613422877,0.6721312,122,0.6698878,424
#.OO.OOOO,-9219213001564275672,0.0,84,0.0,84
O#.#.O..#,-102793390176879350,0.92600423,473,0.92977405,830
.O#O.O.#O,6358815114645754403,0.7913279,369,0.7913279,369
###..OO..,-2365619658118038688,0.6142709,967,0.62913096,1021
O#O..#.O.,6933292330410804886,0.9709962,793,0.9569979,1033
***..#O.#,1695058478697080202,0.20187794,213,0.20187794,213
.O.O..O##,-446858122600110165,0.39139354,976,0.36522877,1222
#.OO.OOO.,-3761182130748386361,0.0,88,0.0,88
***..#O..,670033909200157604,0.328125,64,0.328125,64
.O.O..O#.,-1799735499334895227,0.5425523,3290,0.5425523,3290
#.*#.*#.*,6628839368487138941,0.008776756,7292,0.021152264,7493
...#...#O,1987990080041385769,0.15024039,832,0.15024039,832
OO.O..###,2572573026190085896,0.0643777,233,0.044258617,1579
.#.#.#***,2841701821104297041,0.0040322538,496,0.116543286,614
O.OO..O#O,-7584429798386498150,0.71042496,518,0.71441317,642
#.OO.OOO#,-3096253084693328407,0.3101851,432,0.3101851,432
O#O..#.OO,3169231193475950969,0.9056605,265,0.8970597,282
O#.#.O..O,-6081005929216406325,0.90876573,559,0.90876573,559
OO.O..##.,4429821810646208806,0.2714025,549,0.18790597,1055
...#...#.,5788704594585899206,0.0016990764,10594,0.0016990764,10594
OO.#.O***,-4138421295249189393,0.3479923,523,0.36416554,999
###..OO.#,-4476050768060291762,0.8893528,479,0.84862363,1895
O.*#.*#O*,-2274112265484660087,0.8613729,743,0.8613729,743
OOOO..#OO,-5128901588277370325,0.14036109,1717,0.14247559,1743
.OO#..O##,2941202907236673129,0.90848583,601,0.90848583,601
O###....#,-7557919441042925973,0.24330536,1307,0.24330536,1307
##O..O#.O,604323509162129353,0.27386528,639,0.24644023,745
##*..*.#*,5878290501183934356,0.011494252,87,0.045892093,243
O###.....,-8514443561871505339,0.53524154,10513,0.53524154,10513
O###..O##,5820598267403620861,0.7789633,2624,0.7789633,2624
.##..###O,4361384694637685897,0.009459465,740,0.009271216,756
.##..####,7606545557213470024,0.0,297,0.1854808,876
O###..O#.,5624034652014464979,0.9250001,3280,0.9250001,3280
O.....OOO,-7306324477936885273,0.069743544,1950,0.069743544,1950
O###....O,-4461447751453726806,0.82442755,1048,0.82442755,1048
***..#O.O,4796102787806811211,0.6868687,297,0.6868687,297
.##..###.,8594449310905484134,0.0,245,0.018750004,363
O#O#...##,5334029585374716265,0.9107981,852,0.91332245,974
..#..#.OO,-5657577725116180383,0.63816935,5287,0.63816935,5287
#OO#.OOOO,-6185370848304743869,0.30849242,577,0.30849242,577
O###..O#O,418777516415934524,0.9781222,1097,0.9781222,1097
#O...OOO.,-956024371041882895,0.11702128,188,0.2021599,223
#OO...#.O,-4535036559496331712,0.6226613,962,0.6028332,1099
O.....OO.,-3361401933288993272,0.111038506,4593,0.12066014,4655
O#O#...#.,6110321858928230215,0.967899,4517,0.96697277,4651
.#OO.O.##,-5449155662532739025,0.9758621,290,0.9758621,290
O.....OO#,-3489277891208277978,0.6256827,1098,0.64489096,1221
.O#..OO#O,506569374888723860,0.6875,192,0.6875,192
#OO#.OOO#,-63044503774065790,0.7733333,225,0.8188026,1313
*.#*..*.O,-3106992281648213956,0.27911294,3744,0.27911294,3744
.#OO.O.#.,-6148878911620375039,0.97938144,291,0.97938144,291
..#..#.O#,-1984645224299419232,0.6789084,4983,0.6789084,4983
#O*O.*#O*,-237256731617426065,0.98354936,4012,0.98354936,4012
..#..#.O.,-378476838971590770,0.6542442,1932,0.6542442,1932
.###.O#OO,-8426073293217632,0.58378404,740,0.58378404,740
#OO#.OOO.,-2167784320371649108,0.5276679,506,0.5757816,624
#O...OOOO,-5082071665290673378,0.07407407,108,0.19259265,148
.....O.O.,8862042084776444033,0.038706258,11316,0.038706258,11316
.....O.O#,7221014768306233007,0.8954127,56450,0.8954127,56450
...#.O.#O,-1439415429284820271,0.43044624,1905,0.43044624,1905
#.O..#O##,-2390251053364969177,0.85,40,0.85,40
.OO#.O.##,4770957011825704121,0.28342235,187,0.28342235,187
#.O..#O#.,-4603134385393623287,0.2857143,28,0.2857143,28
#..O.#.O#,5729818797353290354,0.89783275,1615,0.89783275,1615
.O#..OO##,5912824499927594069,0.95430106,372,0.95430106,372
O.#..##OO,-686900967525638166,0.86697257,218,0.86697257,218
#.*#.*##*,94615299661455043,0.0,672,0.013578751,918
.O#..OO#.,5531806211730483835,0.95454544,352,0.95454544,352
#..O.#.O.,5858647826498507868,0.88847244,1067,0.88847244,1067
##O#.O##O,6356656254369163023,0.40526325,760,0.33872813,1134
.#OO.O...,-1151600576533514561,0.88905233,4768,0.88905233,4768
...#.O.#.,-6357546577293728450,0.5432583,1780,0.5432583,1780
#O...OOO#,-1409070224476917025,0.37468967,806,0.45332602,1178
#OO...#.#,-7775059168281292927,0.6227106,546,0.662761,696
#O.O..***,-3506933538480475779,0.47596467,3162,0.47596467,3162
#OO...#..,-8443389347400216145,0.7133602,1235,0.7088574,1824
.OO#.O.#.,6701258256143098519,0.33333334,42,0.33333334,42
.O.O.#OOO,-7869319318874171453,0.33463034,257,0.33463034,257
.#OO.O..#,-1238824568064169839,0.9575071,353,0.9575071,353
#O.#..OO.,1139564232676286833,0.8910771,4113,0.89103615,4141
#O.#..OO#,1232567237458444127,0.9237668,223,0.9178251,312
O....O#.#,-5885910073216865187,0.85762143,1791,0.84416974,2328
***#.*#.*,407934528382268831,0.0025575415,391,0.08607451,597
#..O.#.OO,1913263968007617459,0.8845161,1550,0.86772573,1629
.OO#..O#O,9068104303680198568,0.93594307,281,0.93594307,281
O.#..##O#,-6665745734702223829,0.8893528,479,0.8449745,534
O....O#..,-5720850225177529741,0.5860508,2638,0.6033137,2892
.#...O#OO,7712188392505050689,0.65873015,126,0.65873015,126
.#OO.O..O,-4915697436724389552,0.7197666,1199,0.7197666,1199
.....OO.#,8371882293872035070,0.9025647,13958,0.90044725,14222
.O.O.#OO#,-4052202402594527742,0.5423079,260,0.5423079,260
.....OO..,7702448843387280080,0.47606632,13433,0.47746986,13472
##O..O#.#,6731717747840517640,0.8441557,847,0.8441557,847
O#*..*O#*,-430706664448954063,0.95652175,184,0.95652175,184
#..#.##O#,106363178535852359,0.7176559,1314,0.7176559,1314
...#.O.##,-5111853941109310704,0.46850535,2683,0.46850535,2683
*..*..***,719928051325883174,7.183473E-4,33410,7.183473E-4,33410
.O.O.#OO.,-2807482422155151316,0.27027026,111,0.27027026,111
#..#.##O.,2284343440849766249,0.58687735,823,0.58687735,823
.OO#..O#.,3898778660469454919,0.90876573,559,0.90876573,559
O....O#.O,-335470486974669412,0.3134658,453,0.33087853,686
.#...O#O.,2361130998672697774,0.88847244,1067,0.8842658,1145
.O*..*.#*,-7434645556653230543,0.66666657,33,0.58035654,128
.....OO.O,2389096039733572927,0.111038506,4593,0.110517174,4732
.#...O#O#,4471532219702916992,0.9466192,562,0.922266,579
##O#.O###,954272225799493326,0.41231593,747,0.41231593,747
##O..O#..,4873355899557484582,0.2981531,758,0.2981531,758
O.#..##O.,-4776914660695199739,0.93290734,313,0.8471444,579
##O#.O##.,1437843959037249760,0.08035715,112,0.08035715,112
OO##.#..#,4626222164140586612,0.7581194,1447,0.7581194,1447
OO.#.#OO#,-3587763381718601028,0.9378882,161,0.9378882,161
OOO...#OO,8835698528143465140,0.2547307,687,0.25315785,715
OO.O..##O,8555358448314973897,0.58273405,139,0.612087,447
OO##.#...,6843741295428823130,0.8678546,3761,0.8678546,3761
...#...##,5665496266430303976,0.0127454335,2903,0.0127454335,2903
##.....OO,-1333621098286815809,0.15748036,381,0.15748036,381
.O.O..O#O,-5997299092759210390,0.5111944,536,0.5212337,725
O.O.....O,-7842889437742925165,0.61751956,3676,0.62685835,3944
*OO*.#*OO,-3070315467187888101,0.84444445,90,0.7802319,437
##.....O#,-5154609419973471106,0.732661,793,0.6668264,908
*..*..*.O,5404172746001551013,0.04064198,23547,0.04064198,23547
OO##.#..O,1529680346157664181,0.95824176,455,0.95824176,455
###..OO.O,-7716637392356354929,0.46246973,826,0.47274643,1269
##.....O.,-6431886887558919600,0.3408672,2168,0.31871343,2597
.#.....##,-7487645470685787027,0.013904138,2733,0.047270186,2999
O##..#***,8271934696360191721,0.08627451,255,0.24915704,478
O.#O.O#.O,-6410275875314156646,0.75776404,322,0.7322315,596
O.O.....#,-4169958065265194158,0.6968826,4170,0.6929909,4321
.#.....#.,-8728832720301354429,0.009027059,11964,0.014065145,12168
*OO*.#*O#,-9192641794140253734,0.8404908,163,0.6925931,508
O#O#.#OO.,-596841791263370810,0.9350649,77,0.9350649,77
###..O.O#,-3316606791982711009,0.9009009,999,0.9009009,999
#O##.#***,8084017478090339181,0.89884394,692,0.89884394,692
*..*..*..,88985827973931338,0.0069339625,387370,0.0069339625,387370
OOO...#O#,3429372750388685685,0.8742268,970,0.8427891,1084
.O#O..#OO,-132974484042454578,0.37468967,806,0.37468967,806
*OO*.#*O.,-7014547731267203084,0.73913044,69,0.73913044,69
O.O......,-2816109015296092804,0.62859654,37878,0.62889767,37916
##.O.O#O.,1525542534957208805,0.93929714,313,0.9356114,417
#O*#.*OO*,3403857620285536626,0.8404908,163,0.8404908,163
#O#O.O.OO,8673546676339149360,0.9623215,7219,0.95322144,7408
.OO#.O.#O,1674486632070974840,0.3288287,222,0.37697867,271
O#O#.#OO#,-1621883608812482584,0.9427083,192,0.9427083,192
O###..O..,1487014581944510317,0.9468426,2803,0.9468426,2803
*..*..*.#,2303128166349782884,0.09904897,24392,0.09904897,24392
.#.....#O,-3666023855169028692,0.62968016,2884,0.62968016,2884
OO*O.*##*,2131758080874072357,0.62025297,316,0.53159595,429
#O#O.O.O#,3267220898818276337,0.98250836,5374,0.98210627,5575
O###..O.#,750008890719435075,0.8103933,712,0.8103933,712
O#O#.#OOO,-4867043381411791319,0.95,80,0.95,80
OOO...#O.,3557257280255030619,0.5814936,951,0.56802833,1210
.O#O..#O#,-6111748843290109937,0.82653064,196,0.82653064,196
#O#O.O.O.,3719409131843233247,0.979749,16098,0.97729015,16444
##.O.O#OO,6838872727755209482,0.7685185,108,0.7685185,108
.O#O..#O.,-5339920950406265311,0.2117117,222,0.2117117,222
#.O..OO#O,-7673897980832425616,0.8509316,322,0.8509316,322
OO....##.,-57090328938878535,0.07317075,656,0.1816788,821
..#..#O#.,-5761846376789768863,0.097345136,226,0.23722665,389
.#.#.OOO.,3531197911034998060,0.52664614,638,0.5581536,889
OO##..#OO,-589532581240160912,0.8978102,274,0.8978102,274
O.#O.O#O#,9182740418237792034,0.8669355,248,0.8624082,452
