0.0,5.9320777E-5
0.0,5.9320777E-5
0.0,1.18641554E-4
0.0,1.7796233E-4
0.0,2.669435E-4
0.0,8.008305E-4
0.0,4.4490583E-4
0.0,0.0010084532
0.0,5.9320777E-5
0.0,3.5592465E-4
0.0,4.4490583E-4
0.0,7.118493E-4
0.0,0.0014236986
0.0,4.1524545E-4
0.0,8.898116E-5
0.0,2.9660388E-5
0.0,1.18641554E-4
0.0,8.898116E-5
0.0,4.7456622E-4
0.0,2.3728311E-4
0.0,7.118493E-4
0.0,0.0025507933
0.0,2.9660388E-5
0.0,2.0762272E-4
0.0,2.9660388E-5
0.0,1.18641554E-4
0.0,4.7456622E-4
0.0,3.8558504E-4
0.0,2.3728311E-4
0.0,5.9320777E-5
0.0,2.669435E-4
0.0,1.18641554E-4
0.0,2.0762272E-4
0.0,3.2626427E-4
0.0,4.4490583E-4
0.0,4.4490583E-4
0.0,5.33887E-4
0.0,3.8558504E-4
0.0,1.4830194E-4
0.0,5.9320777E-5
0.0,5.042266E-4
0.0,1.4830194E-4
0.0,2.0762272E-4
0.0,5.6354736E-4
0.0,4.4490583E-4
0.0,0.0015423401
0.0,5.9320777E-5
0.0,6.5252854E-4
0.0,0.0028770578
0.0,7.118493E-4
0.0,0.0028473972
0.0,0.0015423401
0.0,4.7456622E-4
0.0,1.18641554E-4
0.0,1.18641554E-4
0.0,1.4830194E-4
0.0,2.0762272E-4
0.0,4.4490583E-4
0.0,1.4830194E-4
0.0,3.5592465E-4
0.0,1.4830194E-4
0.0,1.18641554E-4
0.0,8.898116E-5
0.0,3.8558504E-4
0.0,3.8558504E-4
0.0,3.8558504E-4
0.0,6.5252854E-4
0.0,0.0016313214
0.0,0.0017499629
0.0,0.001987246
0.0,1.7796233E-4
0.0,1.18641554E-4
0.0,1.18641554E-4
0.0,0.0010381136
0.0,2.669435E-4
0.0,3.2626427E-4
0.0,0.0010381136
0.0,0.0016906421
0.0,0.0011270947
0.0,7.118493E-4
0.0,1.4830194E-4
0.0,1.7796233E-4
0.0,5.9320777E-5
0.0,8.898116E-5
0.0,2.0762272E-4
0.0,8.8981166E-4
0.0,1.7796233E-4
0.0,5.9320777E-5
0.0,1.4830194E-4
0.0,1.18641554E-4
0.0,2.669435E-4
0.0,3.8558504E-4
0.0,2.9660388E-5
0.0,5.9320777E-5
0.0,2.9660388E-5
0.0,5.042266E-4
0.0,8.898116E-5
0.0,5.932078E-4
0.0,0.0014236986
0.0,0.0013643779
0.0,2.0762272E-4
0.0,0.0012753967
0.0,2.3728311E-4
0.0,0.001067774
0.0,2.3728311E-4
0.0,1.4830194E-4
0.0,8.898116E-5
0.0,0.0035592467
0.0,1.18641554E-4
0.0,1.4830194E-4
0.0,6.5252854E-4
0.0,2.3728311E-4
0.0,2.3728311E-4
0.0,0.0011270947
0.0,4.1524545E-4
0.0,5.932078E-4
0.0,2.669435E-4
0.0,3.2626427E-4
0.0,2.669435E-4
0.0,0.0012457364
0.0,3.2626427E-4
0.0,1.4830194E-4
0.0,1.18641554E-4
0.0,1.7796233E-4
0.0,2.0762272E-4
0.0,1.4830194E-4
0.0,1.4830194E-4
0.0,3.8558504E-4
0.0,2.966039E-4
0.0,7.415097E-4
0.0,5.6354736E-4
0.0,8.898116E-5
0.0,3.5592465E-4
0.0,8.304909E-4
0.0,0.002758416
0.0,0.0012753967
0.0,4.1524545E-4
0.0,2.966039E-4
0.0,0.0031143408
0.0,7.711701E-4
0.0,8.898116E-5
0.0,2.0762272E-4
0.0,5.9320777E-5
0.0,2.0762272E-4
0.0,8.898116E-5
0.0,8.898116E-5
0.0,8.898116E-5
0.0,1.18641554E-4
0.0,2.966039E-4
0.0,2.3728311E-4
0.0,3.5592465E-4
0.0,8.6015125E-4
0.0,0.0013643779
0.0,0.001838944
0.0,0.001067774
0.0,2.0762272E-4
0.0,2.966039E-4
0.0,2.669435E-4
0.0,1.18641554E-4
0.0,4.7456622E-4
0.0,3.8558504E-4
0.0,2.966039E-4
0.0,3.8558504E-4
0.0,4.4490583E-4
0.0,0.0033812842
0.0,2.669435E-4
0.0,1.4830194E-4
0.0,2.966039E-4
0.0,5.932078E-4
0.0,5.042266E-4
0.0,8.898116E-5
0.0,1.7796233E-4
0.0,2.966039E-4
0.0,2.0762272E-4
0.0,2.669435E-4
0.0,4.1524545E-4
0.0,1.4830194E-4
0.0,1.18641554E-4
0.0,1.18641554E-4
0.0,2.9660388E-5
0.0,5.9320777E-5
0.0,2.9660388E-5
0.0,8.6015125E-4
0.0,8.008305E-4
0.0,5.9320777E-5
0.0,1.7796233E-4
0.0,3.5592465E-4
0.0,1.4830194E-4
0.0,5.33887E-4
0.0,2.0762272E-4
0.0,8.898116E-5
0.0,5.33887E-4
0.0,0.0011864156
0.0,0.004716002
0.0,7.415097E-4
0.0,5.9320777E-5
0.0,5.932078E-4
0.0,1.18641554E-4
0.0,5.6354736E-4
0.0,6.8218895E-4
0.0,6.5252854E-4
0.0,1.4830194E-4
0.0,8.008305E-4
0.0,5.9320777E-5
0.0,2.9660388E-5
0.0,5.932078E-4
0.0,5.932078E-4
0.0,8.898116E-5
0.0,5.9320777E-5
0.0,1.7796233E-4
0.0,5.9320777E-5
0.0,1.4830194E-4
0.0,2.3728311E-4
0.0,1.18641554E-4
0.0,1.4830194E-4
