####.####,-7721573613531946780,0.0,40,0.0,40
####.###O,-4477047442833239771,0.0,220,0.0,220
.#.O..##.,-4406044393909372658,0.782881,479,0.7588423,514
.#.O..##O,-8567592865624680735,0.9880952,84,0.9880952,84
####.###.,-8494620903463600438,0.0,36,0.0,36
.#.O..###,-2589311360953637088,0.5785123,121,0.59811527,263
####.##O#,4833957276551150883,0.6774194,62,0.6774194,62
####.##OO,1593300305418800354,0.2542373,59,0.2542373,59
.#.O..#O.,1520047107262047433,0.9288824,689,0.9043098,810
####.##O.,6764358772382589709,0.0,9,0.0,9
.#.O..#OO,6835079481495767846,0.84951466,206,0.84951466,206
.#.O..#O#,851800680273378023,0.9809524,105,0.8244058,191
####.##.#,-3568803773842618278,0.0,24,0.0,24
.#.O..#..,-7461075203498339920,0.9721595,1329,0.9277762,1458
####.##.O,-7246239814185043557,0.0,9,0.0,9
####.##..,-3408256116203841932,0.0,36,0.0,36
.#.O..#.O,-3190886118280479137,0.95185184,270,0.95185184,270
.#.O..#.#,-8737386398499860578,0.93121696,189,0.7872596,582
.#.O..O#.,-2745988083824704012,0.87603307,726,0.80823636,812
####.#O#O,-2674985866214445601,0.8239701,534,0.8239701,534
####.#O##,-8076737399140099042,0.0,220,0.0,220
.#.O..O##,-4094277166559405094,0.6100628,159,0.53096944,222
.#.O..O#O,-7915335573256574437,0.9375,64,0.9375,64
####.#O#.,-7988307262916279760,0.007352939,136,0.009164338,136
####.#OOO,946413131523960856,0.30769232,78,0.30769232,78
.#.O..OO.,1019666602652899379,0.08,25,0.28411242,103
####.#OO#,6353300467530629593,0.2542373,59,0.2542373,59
.#.O..OO#,1219608678272009757,0.6129033,31,0.68247545,119
####.#OO.,5107376525614456823,0.25,8,0.25,8
.#.O..OOO,5036654985658480604,0.05263158,19,0.05263158,19
.#.O..O..,-8986317092822979254,0.53424644,219,0.47606814,311
####.#O.O,-9201152200574286495,0.0,20,0.0,20
####.#O.#,-3078262617386781536,0.0,9,0.0,9
.#.O..O.#,-7097586384145976476,0.3846154,65,0.39545196,283
.#.O..O.O,-3996541773585792347,0.66071415,112,0.66071415,112
####.#O..,-3779172597915424114,0.0,7,0.0,7
####.#.#.,889361477966408984,0.0,60,0.0,60
.#.O...#O,1104337833674278195,0.9951923,208,0.9951923,208
.#.O...##,6510592967165785330,0.6861313,137,0.6377603,170
####.#.##,1341469553712771894,0.0,36,0.0,36
####.#.#O,5158024361721037559,0.007352939,136,0.007352939,136
.#.O...#.,4940513876690414300,0.9655477,2264,0.9559481,2288
.#.O...OO,-2841285014812436236,0.21428569,84,0.21428569,84
####.#.O.,-2624056308164038433,0.0,2,0.0,2
.#.O...O#,-8243668751324911307,0.89,200,0.89138055,233
####.#.O#,-4224653191585337615,0.0,9,0.0,9
####.#.OO,-8046203098732339408,0.25,8,0.25,8
.#.O...O.,-7830946059867261157,0.5472158,413,0.55940175,433
.#.O....O,6196143010951048589,0.8270483,769,0.8270483,769
####.#...,6267286477725828518,0.0,62,0.0,62
.#.O....#,68749828539882572,0.62690353,394,0.612898,426
####.#..#,5202679180925508488,0.0,36,0.0,36
.#.O.....,2179251168208388706,0.91135633,6340,0.90896726,6366
####.#..O,2106138170396387913,0.0,7,0.0,7
####.#***,5679733381676945180,0.0,26,0.23052536,157
.#.O..***,438513651433326808,0.78,100,0.78,100
O#O#..#OO,5658516718312513213,0.9259259,81,0.9259259,81
####.O#O#,6721696156978156725,0.8888889,90,0.8888889,90
####.O#OO,594866220771452276,0.3888889,36,0.3888889,36
O#O#..#O#,1985584263535062908,0.95238096,21,0.95238096,21
####.O#O.,4864518667135421083,0.6923076,234,0.6923076,234
O#O#..#O.,379508124438720850,0.9583333,48,0.9583333,48
O#O#..##O,-7402288567974067334,0.82051283,39,0.82051283,39
####.O###,-8463780788602517134,0.6774194,62,0.6774194,62
####.O##O,-2340820052431931213,0.2542373,59,0.2542373,59
O#O#..###,-3725346178019872069,0.82417583,91,0.82417583,91
####.O##.,-7763956401322993828,0.0,9,0.0,9
O#O#..##.,-3276764976406877035,0.9,100,0.9,100
O#O#..#.O,-4329169177180427324,0.80263156,76,0.80263156,76
####.O#.#,-3448378101917163060,0.7244898,98,0.7244898,98
####.O#.O,-8850199142048116723,0.07352942,68,0.07352942,68
O#O#..#.#,-7574329762061247995,0.8318584,113,0.8318584,113
####.O#..,-3535720861406691358,0.1304348,46,0.1304348,46
O#O#..#..,-8635390839117577173,0.94258374,418,0.94258374,418
O#O#..OO#,49796654758269830,0.85714287,7,0.81409,41
####.OOOO,1405048558133205390,0.22413796,58,0.22413796,58
O#O#..OOO,6177189832039735879,0.95238096,42,0.95238096,42
####.OOO#,5077417839213209679,0.8783784,74,0.8783784,74
O#O#..OO.,2196234025755545000,0.88235295,34,0.87021154,64
####.OOO.,6394234478870361697,0.44827586,174,0.44827586,174
####.OO#O,-4270147995499199415,0.8396226,106,0.8396226,106
O#O#..O##,-2922212774806925759,0.9861111,144,0.9309242,197
####.OO##,-7947653079190456952,0.9339623,212,0.9339623,212
O#O#..O#O,-9044610889449537664,1.0,18,1.0,18
O#O#..O#.,-3911297075990376337,0.97540987,122,0.92157423,240
####.OO#.,-8106974809817633882,0.7657656,111,0.74432427,114
####.OO.O,-7056268357682385673,0.66197187,71,0.66197187,71
O#O#..O.#,-8224614554526947585,1.0,18,0.9232544,203
####.OO.#,-3811670398345437898,0.88235295,17,0.88235295,17
O#O#..O.O,-2822230823622322370,1.0,16,1.0,16
O#O#..O..,-7848029923217344303,0.97619045,84,0.96433663,150
####.OO..,-3039851643544272104,0.6341463,41,0.6341463,41
####.O.O.,-4194941207828883127,0.50000006,42,0.50000006,42
O#O#...O.,-9003005275902287232,0.95789474,95,0.9456938,109
####.O.O#,-2665306566795622553,0.8888889,36,0.8888889,36
O#O#...OO,-3977320312780141201,0.9230769,52,0.9230769,52
O#O#...O#,-7078364934845236050,0.9,20,0.85165286,75
####.O.OO,-8211243635168168282,0.0,13,0.0,13
####.O.#.,1299935073783432334,0.10344828,29,0.10344828,29
O#O#...#.,6110321858928230215,0.9544073,658,0.9532706,673
O#O#...#O,2238120798593454248,0.95652175,69,0.95652175,69
####.O.##,918790335037528736,0.4745763,59,0.4745763,59
O#O#...##,5334029585374716265,0.9027778,144,0.904057,165
####.O.#O,6469722503152790369,0.46153846,104,0.46153846,104
####.O...,5234368427732331568,0.10843374,83,0.10843374,83
O#O#.....,1036464594104031225,0.97196263,1498,0.9717017,1501
####.O..#,6227995207663022622,0.5818182,55,0.5818182,55
O#O#....O,5017323722956879894,0.9189189,74,0.9189189,74
####.O..O,245279068464497631,0.0,30,0.0,30
O#O#....#,1200277403453131223,0.9719101,178,0.9594158,200
####.O***,5805033171443263114,0.57142866,49,0.452009,148
O#O#..***,1606073939290381635,0.8077993,359,0.7947954,366
O#O#.O#.#,7021808964005621757,0.87341774,79,0.87341774,79
.#.O.##..,8194843893090160094,0.8333332,114,0.59938866,200
####..#.O,8267817266379204085,0.0,26,0.0,26
####..#.#,2860928533975471156,0.034482755,58,0.034482755,58
O#O#.O#.O,3781716002745212476,0.89312977,131,0.88457125,139
O#O#.O#..,9203111277254341075,0.9203539,113,0.9203539,113
.#.O.##.#,8030922972132578288,0.6101695,59,0.39310724,794
####..#..,4142873669207886362,0.0,162,0.0,162
.#.O.##.O,4213875302700425777,0.9032258,31,0.9032258,31
.#.O.###.,3105114636979316064,0.4888889,90,0.3901178,121
O#O#.O###,4313322927469283139,0.8396226,106,0.8396226,106
####..##O,2887745976707059019,0.0,9,0.0,9
O#O#.O##O,7986325792733165186,0.89705884,68,0.87788403,92
####..###,9014646306220326026,0.0,24,0.0,24
O#O#.O##.,2672462686835267949,0.85294116,34,0.85294116,34
.#.O.####,3881517601269168974,0.10344828,29,0.101727866,88
####..##.,7192261744073056932,0.0,36,0.0,36
.#.O.###O,6977425021412018831,0.95167285,269,0.95167285,269
O#O#.O#O#,-1432462006857622908,0.9230769,26,0.9230769,26
####..#OO,-13076938911854452,0.07352942,68,0.07352942,68
.#.O.##O.,-228194352116238169,0.9508197,122,0.818302,191
O#O#.O#OO,-5109334037864993979,0.9222222,90,0.9222222,90
####..#O#,-6135967367675223731,0.7244898,98,0.7244898,98
O#O#.O#O.,-948955938300787542,0.90697676,86,0.90697676,86
.#.O.##O#,-2152944317079230839,0.964539,141,0.78664994,208
.#.O.##OO,-5253989738847185080,0.9206349,63,0.9206349,63
####..#O.,-5471076613367791773,0.1304348,46,0.1304348,46
O#O#.OO.O,3406275195572036294,0.95238096,42,0.95238096,42
####..O.#,4362528768840001742,0.0,20,0.0,20
O#O#.OO.#,8812600649594639111,0.85714287,7,0.8506771,1202
.#.O.#O..,7676157482546852132,0.21568628,51,0.17684008,137
####..O.O,7603184936272386319,0.1,30,0.1,30
.#.O.#O.O,2397162767992905419,0.6410257,78,0.6410257,78
####..O..,2468164133291751136,0.0,44,0.0,44
O#O#.OO..,7243718288170061097,0.88235295,34,0.8181164,102
.#.O.#O.#,8380440731164012298,0.13636364,44,0.12752526,107
####..O##,7360195265075003504,0.0,211,0.0,211
O#O#.OO#O,8497165961120713336,1.0,8,1.0,8
.#.O.#O#.,3470387291154209178,0.49038464,104,0.43374968,150
####..O#O,3687755674171896241,0.82417583,91,0.82417583,91
O#O#.OO##,2369702422476536761,1.0,20,0.86153847,145
####..O#.,8714135863649984094,0.007999998,125,0.007999998,125
.#.O.#O#O,8928971768357320309,0.94827586,116,0.94827586,116
.#.O.#O##,3378601475810871220,0.25641027,39,0.20526108,77
O#O#.OO#.,4479007068527732119,1.0,18,0.84563756,50
####..OO#,-5627681330975859273,0.7142858,91,0.7142858,91
O#O#.OOOO,-6761837810094909505,1.0,40,1.0,40
####..OOO,-1950246643007050634,0.03092784,97,0.03092784,97
.#.O.#OO.,-1735128411378154403,0.0,8,0.2101227,87
O#O#.OOO#,-639510108354615682,1.0,2,0.9732484,197
####..OO.,-5824267730093505639,0.0,52,0.0,52
.#.O.#OOO,-6041354881397871694,0.2608696,46,0.2608696,46
.#.O.#OO#,-494855987920266637,0.08695652,23,0.27266422,76
O#O#.OOO.,-1591320914889803696,0.85,40,0.8484551,78
.#.O.#..#,-1641211171453829086,0.20930232,86,0.18810514,128
O#O#.O...,-436099071887154687,0.92523366,214,0.92931485,237
####.....,-4668861306741220920,0.0,312,0.0,312
.#.O.#..O,-4886370938915180061,0.8161765,136,0.8161765,136
.#.O.#...,-580047512023327220,0.5050763,394,0.48468408,429
