O.OO..O#.,-2486568562687071627,0.46670112,11637,0.53132635,13120
.#.......,-2561828322802779395,0.35433283,1934094,0.07215198,1271784
O.O....#O,-3925432665691074003,0.867126,18273,0.865757,24217
###..O.OO,-8867540291242668322,0.06267023,2936,0.07992008,3003
O#.#.O...,-2280876354857065692,0.96833277,69094,0.96293813,62058
.....OO#O,8901853282196200833,0.9071827,90899,0.90050125,94816
.#OO.O.#O,-2204066251434544658,0.95576537,4024,0.9395185,3406
O.OO..O##,-4343842855757433765,0.40838447,9136,0.43112826,12216
.O*..*..*,-4432475430694363505,0.35389265,10393,0.49264294,13773
*..*..*#O,1175721179972544027,0.9598383,41855,0.7571491,6539
.#......#,-4415515241218464557,0.3492514,150157,0.09082247,106644
.O#O.O.#.,1440117176982011340,0.97810054,31325,0.94357926,11680
O..#..O##,1345065002421826969,0.93046314,29639,0.94693834,39407
OOOO..#O.,-931922464741438012,0.084495775,12758,0.31131318,28830
.O#O.O.##,951996817290355682,0.9431601,5190,0.9370508,4035
.....O.OO,3548574873796390766,0.002260003,37168,0.0037939532,38394
O....O##O,-6776139480063478494,0.5581586,13738,0.5779083,16161
O.O....#.,-9059745393919656510,0.48958823,51096,0.5888816,63316
.#......O,-7515996574164118254,0.6178804,143180,0.35394987,84976
###..O.O.,-3516337901460823759,0.42320102,13008,0.51912457,15634
O.O....##,-7165456330768489492,0.26537043,8799,0.3281264,12221
#....#O.O,-3974043384428930691,0.82934105,21329,0.77223444,15775
OO*O.*#.*,5132974358993494427,0.28339967,4012,0.37922952,5364
OOOO..#O#,-1307350617282915350,0.7877719,8472,0.75994444,16134
*..*..*##,4996779557908781018,0.011352573,21581,0.002603149,20744
*..*..*#.,6598440266342959604,0.36353227,10376,0.09631565,7247
O.#O.O***,8261985599613422877,0.71641815,2211,0.6429599,5967
#.OO.OOOO,-9219213001564275672,0.0017590136,1137,0.003347279,1195
O#.#.O..#,-102793390176879350,0.9375862,5800,0.939319,11475
.O#O.O.#O,6358815114645754403,0.9264896,13005,0.8017463,4696
###..OO..,-2365619658118038688,0.56734353,11753,0.6278635,13979
O#O..#.O.,6933292330410804886,0.96828127,9332,0.9573769,14210
***..#O.#,1695058478697080202,0.39305776,4091,0.17482513,3003
.O.O..O##,-446858122600110165,0.31920624,11231,0.35862345,15751
#.OO.OOO.,-3761182130748386361,0.018682403,1017,0.032319393,1052
***..#O..,670033909200157604,0.6898657,1796,0.33924356,846
.O.O..O#.,-1799735499334895227,0.50836736,39733,0.5478148,43442
...#...#O,1987990080041385769,0.7361902,36477,0.1593809,11369
#.*#.*#.*,6628839368487138941,0.025308596,102890,0.024903126,101147
OO.O..###,2572573026190085896,0.06267023,2936,0.052455667,21184
O.OO..O#O,-7584429798386498150,0.7866938,8162,0.733522,8274
.#.#.#***,2841701821104297041,0.004260498,3286,0.11720932,7968
#.OO.OOO#,-3096253084693328407,0.52455854,8062,0.3548878,5923
O#O..#.OO,3169231193475950969,0.9316183,4548,0.90258944,4033
O#.#.O..O,-6081005929216406325,0.9245815,8844,0.91100734,7495
OO.O..##.,4429821810646208806,0.20177814,6973,0.17041072,14196
...#...#.,5788704594585899206,0.021455923,154364,0.0025338074,146026
OO.#.O***,-4138421295249189393,0.65945065,12148,0.39486447,13676
###..OO.#,-4476050768060291762,0.878937,5460,0.8541944,25250
O.*#.*#O*,-2274112265484660087,0.8637638,11392,0.84221137,10362
OOOO..#OO,-5128901588277370325,0.0751137,22153,0.14390698,24132
.OO#..O##,2941202907236673129,0.88391644,7262,0.89908034,8373
O###....#,-7557919441042925973,0.46169335,24330,0.24954376,17560
##O..O#.O,604323509162129353,0.39026904,10872,0.26647347,10813
##*..*.#*,5878290501183934356,0.035248023,1532,0.046987303,3725
O###.....,-8514443561871505339,0.6104061,181393,0.53610903,149525
O###..O##,5820598267403620861,0.8101459,36312,0.7990693,33952
.##..###O,4361384694637685897,0.06305335,10166,0.013890553,9726
.##..####,7606545557213470024,2.5252506E-4,3960,0.18969595,12368
O###..O#.,5624034652014464979,0.8889077,29822,0.92244893,44061
O.....OOO,-7306324477936885273,0.065236956,25553,0.08450769,26814
O###....O,-4461447751453726806,0.84805065,16091,0.82464206,13692
***..#O.O,4796102787806811211,0.9276616,17197,0.69339424,3891
.##..###.,8594449310905484134,5.9488346E-4,3362,0.027106823,4914
O#O#...##,5334029585374716265,0.87922347,9116,0.90144104,12988
..#..#.OO,-5657577725116180383,0.57677627,64732,0.62831986,74040
#OO#.OOOO,-6185370848304743869,0.41719705,8478,0.35751516,7678
O###..O#O,418777516415934524,0.9582895,8559,0.9729768,14210
#OO...#.O,-4535036559496331712,0.55886364,10074,0.62632924,14371
#O...OOO.,-956024371041882895,0.07084017,2428,0.2061553,3189
O#O#...#.,6110321858928230215,0.9537437,37314,0.9685125,63270
